country,region,state,city,postal_code,geo_id
Poland,Eastern Europe,Greater Poland,Pila,,2441
Turkey,Western Asia,Antalya,Antalya,,2442
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Epinal,,2443
Canada,Canada,Saskatchewan,Saskatoon,,2444
France,Western Europe,Provence-Alpes-Côte d'Azur,Grasse,,2445
United Kingdom,Northern Europe,England,Ipswich,,2446
United Kingdom,Northern Europe,Scotland,East Kilbride,,2447
Poland,Eastern Europe,Silesia,Chorzow,,2448
France,Western Europe,Ile-de-France,Montfermeil,,2449
Germany,Western Europe,North Rhine-Westphalia,Gummersbach,,2450
Italy,Southern Europe,Sicily,Marsala,,2451
South Korea,Eastern Asia,Gyeonggi,Suwon,,2452
United States,Southern US,Arkansas,Little Rock,72209.0,2453
Turkey,Western Asia,Izmir,Buca,,2454
Spain,Southern Europe,Catalonia,Sant Boi de Llobregat,,2455
Turkey,Western Asia,Van,Van,,2456
United States,Southern US,Louisiana,Bossier City,71111.0,2457
Mexico,Central America,Jalisco,Guzmán,,2458
Brazil,South America,Bahia,Cruz das Almas,,2459
Argentina,South America,Río Negro,Cipolletti,,2460
United States,Southern US,South Carolina,Columbia,29203.0,2461
China,Eastern Asia,Jilin,Siping,,2462
Colombia,South America,Arauca,Arauca,,2463
Indonesia,Southeastern Asia,Jawa Barat,Sukabumi,,2464
United States,Central US,Minnesota,Woodbury,55125.0,2465
Brazil,South America,São Paulo,Registro,,2466
Ukraine,Eastern Europe,Sevastopol',Sevastopol,,2467
Germany,Western Europe,North Rhine-Westphalia,Langenfeld,,2468
Botswana,Southern Africa,South-East,Gaborone,,2469
India,Southern Asia,Uttar Pradesh,Mirzapur,,2470
Netherlands,Western Europe,Utrecht,Zeist,,2471
Italy,Southern Europe,Campania,Benevento,,2472
United States,Central US,Texas,Haltom City,76117.0,2473
United States,Eastern US,Delaware,Wilmington,19805.0,2474
Finland,Northern Europe,Kymenlaakso,Kotka,,2475
Dominican Republic,Caribbean,Peravia,Baní,,2476
Japan,Eastern Asia,Osaka,Ibaraki,,2477
Morocco,North Africa,Taza-Al Hoceima-Taounate,Taza,,2478
Brazil,South America,Ceará,Quixadá,,2479
Japan,Eastern Asia,Osaka,Yao,,2480
Venezuela,South America,Nueva Esparta,Porlamar,,2481
Uzbekistan,Central Asia,Qashqadaryo,Qarshi,,2482
Ukraine,Eastern Europe,Ternopil',Ternopil',,2483
France,Western Europe,Ile-de-France,Le Blanc-Mesnil,,2484
Indonesia,Southeastern Asia,Jawa Barat,Tangerang,,2485
South Africa,Southern Africa,Gauteng,Centurion,,2486
Colombia,South America,Nariño,Ipiales,,2487
Russia,Eastern Europe,Irkutsk,Bratsk,,2488
Pakistan,Southern Asia,Punjab,Sialkot,,2489
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Pessac,,2490
China,Eastern Asia,Shandong,Rizhao,,2491
Vietnam,Southeastern Asia,Khánh Hòa,Nha Trang,,2492
Germany,Western Europe,Baden-Württemberg,Freiburg,,2493
Colombia,South America,Norte de Santander,Ocaña,,2494
France,Western Europe,Ile-de-France,Bezons,,2495
Bulgaria,Eastern Europe,Yambol,Yambol,,2496
China,Eastern Asia,Heilongjiang,Shangzhi,,2497
Russia,Eastern Europe,Bashkortostan,Oktyabr'skiy,,2498
France,Western Europe,Nord-Pas-de-Calais-Picardie,Senlis,,2499
Argentina,South America,Provincia de Buenos Aires,Mar del Plata,,2500
Ethiopia,Eastern Africa,Dire Dawa,Dire Dawa,,2501
Italy,Southern Europe,Sicily,Agrigento,,2502
United Kingdom,Northern Europe,England,Sale,,2503
France,Western Europe,Nord-Pas-de-Calais-Picardie,Cambrai,,2504
Nigeria,Western Africa,Abia,Aba,,2505
Brazil,South America,Minas Gerais,Poços de Caldas,,2506
United States,Southern US,Arkansas,Hot Springs,71901.0,2507
France,Western Europe,Auvergne-Rhône-Alpes,Vaulx-en-Velin,,2508
Rwanda,Eastern Africa,Southern,Butare,,2509
United States,Western US,Utah,Orem,84057.0,2510
Paraguay,South America,Asunción,Asunción,,2511
Argentina,South America,Mendoza,Mendoza,,2512
United Kingdom,Northern Europe,England,Southport,,2513
Brazil,South America,Minas Gerais,Itaúna,,2514
Iran,Southern Asia,Razavi Khorasan,Sabzevar,,2515
India,Southern Asia,Maharashtra,Sangli,,2516
Germany,Western Europe,Bremen,Bremerhaven,,2517
Romania,Eastern Europe,Mehedinti,Drobeta-Turnu Severin,,2518
India,Southern Asia,Gujarat,Jodhpur,,2519
United States,Southern US,Florida,Hollywood,33021.0,2520
United States,Eastern US,Ohio,Dublin,43017.0,2521
Sierra Leone,Western Africa,Southern,Bo,,2522
Italy,Southern Europe,Sicily,Acireale,,2523
United States,Western US,California,Long Beach,90805.0,2524
France,Western Europe,Nord-Pas-de-Calais-Picardie,Laon,,2525
Romania,Eastern Europe,Maramures,Baia Mare,,2526
Turkey,Western Asia,Tekirdag,Corlu,,2527
Venezuela,South America,Anzoátegui,San José de Guanipa,,2528
Japan,Eastern Asia,Shizuoka,Nagaoka,,2529
India,Southern Asia,West Bengal,Durgapur,,2530
France,Western Europe,Bourgogne-Franche-Comté,Mâcon,,2531
China,Eastern Asia,Heilongjiang,Zhaoyuan,,2532
France,Western Europe,Brittany,Ploemeur,,2533
United States,Southern US,South Carolina,North Charleston,29406.0,2534
Mexico,Central America,Baja California Sur,La Paz,,2535
France,Western Europe,Pays de la Loire,Vertou,,2536
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Mauguio,,2537
Japan,Eastern Asia,Chiba,Funabashi,,2538
United States,Western US,California,San Jose,95123.0,2539
United States,Central US,North Dakota,Fargo,58103.0,2540
Turkey,Western Asia,Elazig,Elazig,,2541
Argentina,South America,Santa Fe,San Justo,,2542
Ecuador,South America,Pichincha,Santo Domingo de los Colorados,,2543
Germany,Western Europe,North Rhine-Westphalia,Gladbeck,,2544
China,Eastern Asia,Xinjiang Uygur,Korla,,2545
France,Western Europe,Ile-de-France,Maisons-Alfort,,2546
Italy,Southern Europe,Apulia,Bisceglie,,2547
Brazil,South America,Pernambuco,Jurema,,2548
India,Southern Asia,Karnataka,Bijapur,,2549
Germany,Western Europe,North Rhine-Westphalia,Witten,,2550
Italy,Southern Europe,Tuscany,Marina di Carrara,,2551
Brazil,South America,São Paulo,Taboão da Serra,,2552
France,Western Europe,Ile-de-France,Meaux,,2553
Spain,Southern Europe,Madrid,Alcobendas,,2554
United States,Western US,Washington,Redmond,98052.0,2555
Germany,Western Europe,Lower Saxony,Cuxhaven,,2556
Benin,Western Africa,Atakora,Natitingou,,2557
United Kingdom,Northern Europe,England,Basingstoke,,2558
Poland,Eastern Europe,Silesia,Czestochowa,,2559
United States,Western US,California,Redlands,92374.0,2560
Brazil,South America,Maranhão,Pinheiro,,2561
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Albi,,2562
China,Eastern Asia,Guangxi,Wuzhou,,2563
Nigeria,Western Africa,Kwara,Ilorin,,2564
Brazil,South America,Maranhão,Barreirinhas,,2565
France,Western Europe,Ile-de-France,Goussainville,,2566
Kazakhstan,Central Asia,Qostanay,Qostanay,,2567
Italy,Southern Europe,Emilia-Romagna,Cesena,,2568
Iran,Southern Asia,Esfahan,Shahreza,,2569
Morocco,North Africa,Chaouia-Ouardigha,Settat,,2570
Canada,Canada,Ontario,London,,2571
Italy,Southern Europe,Campania,Ercolano,,2572
United Kingdom,Northern Europe,England,Chesterfield,,2573
France,Western Europe,Provence-Alpes-Côte d'Azur,Cavaillon,,2574
France,Western Europe,Ile-de-France,Vitry-sur-Seine,,2575
France,Western Europe,Centre-Val de Loire,Gien,,2576
United States,Central US,Minnesota,Moorhead,56560.0,2577
Egypt,North Africa,Bur Sa'id,Port Said,,2578
United States,Central US,Texas,Conroe,77301.0,2579
Sweden,Northern Europe,Stockholm,Solna,,2580
Ukraine,Eastern Europe,Dnipropetrovs'k,Nikopol',,2581
Israel,Western Asia,Haifa,Hadera,,2582
Brazil,South America,São Paulo,Itapecerica da Serra,,2583
Mexico,Central America,Jalisco,Ocotlán,,2584
Brazil,South America,Rondônia,Vilhena,,2585
Israel,Western Asia,Tel Aviv,Tel Aviv,,2586
United States,Southern US,North Carolina,Thomasville,27360.0,2587
United States,Western US,California,Pomona,91767.0,2588
Chile,South America,Antofagasta,Antofagasta,,2589
United Kingdom,Northern Europe,England,Shrewsbury,,2590
France,Western Europe,Normandy,Evreux,,2591
United States,Eastern US,Vermont,Burlington,5408.0,2592
Belgium,Western Europe,Hainaut,Mouscron,,2593
United States,Southern US,Mississippi,Southaven,38671.0,2594
United States,Western US,California,Camarillo,93010.0,2595
Colombia,South America,Santander,Bucaramanga,,2596
Poland,Eastern Europe,Lodz,Piotrkow Trybunalski,,2597
China,Eastern Asia,Zhejiang,Jiaxing,,2598
China,Eastern Asia,Hebei,Zhangjiakou,,2599
Uzbekistan,Central Asia,Andijan,Andijon,,2600
Germany,Western Europe,North Rhine-Westphalia,Arnsberg,,2601
France,Western Europe,Provence-Alpes-Côte d'Azur,Les Pennes-Mirabeau,,2602
Zimbabwe,Eastern Africa,Harare,Harare,,2603
United States,Eastern US,Ohio,Cuyahoga Falls,44221.0,2604
Algeria,North Africa,Tizi Ouzou,Boghni,,2605
United Kingdom,Northern Europe,England,Runcorn,,2606
United States,Southern US,North Carolina,Chapel Hill,27514.0,2607
Uruguay,South America,Canelones,Las Piedras,,2608
China,Eastern Asia,Hunan,Changde,,2609
Cuba,Caribbean,Las Tunas,Puerto Padre,,2610
France,Western Europe,Pays de la Loire,Carquefou,,2611
United States,Western US,Oregon,Gresham,97030.0,2612
Morocco,North Africa,Gharb-Chrarda-Béni Hssen,Kenitra,,2613
United States,Eastern US,Pennsylvania,Reading,19601.0,2614
Italy,Southern Europe,Campania,Caserta,,2615
France,Western Europe,Nord-Pas-de-Calais-Picardie,Saint-Quentin,,2616
United States,Central US,Iowa,Urbandale,50322.0,2617
Turkey,Western Asia,Osmaniye,Osmaniye,,2618
Argentina,South America,Misiones,Posadas,,2619
United States,Western US,California,Lancaster,93534.0,2620
Brazil,South America,Bahia,Brumado,,2621
China,Eastern Asia,Hubei,Xianning,,2622
United States,Central US,Illinois,Elmhurst,60126.0,2623
United States,Eastern US,Ohio,Grove City,43123.0,2624
Iran,Southern Asia,Khuzestan,Khorramshahr,,2625
Sweden,Northern Europe,Södermanland,Eskilstuna,,2626
India,Southern Asia,Maharashtra,Jalna,,2627
Kazakhstan,Central Asia,Pavlodar,Pavlodar,,2628
Estonia,Northern Europe,Tartumaa,Tartu,,2629
United States,Southern US,Georgia,Marietta,30062.0,2630
Algeria,North Africa,Sidi Bel Abbes,Sidi Bel Abbes,,2631
Iran,Southern Asia,Qazvin,Qazvin,,2632
Uganda,Eastern Africa,Kampala,Kampala,,2633
United States,Southern US,North Carolina,Durham,27707.0,2634
Turkey,Western Asia,Igdir,Igdir,,2635
France,Western Europe,Normandy,Louviers,,2636
Venezuela,South America,Portuguesa,Guanare,,2637
Egypt,North Africa,Al Minya,Mallawi,,2638
Canada,Canada,Ontario,Windsor,,2639
United States,Central US,Michigan,Grand Rapids,49505.0,2640
United States,Southern US,South Carolina,Florence,29501.0,2641
United Kingdom,Northern Europe,England,Kettering,,2642
Russia,Eastern Europe,Chelyabinsk,Miass,,2643
Bosnia and Herzegovina,Southern Europe,Federation of Bosnia and Herzegovina,Zenica,,2644
Germany,Western Europe,North Rhine-Westphalia,Leverkusen,,2645
Poland,Eastern Europe,Silesia,Tychy,,2646
Morocco,North Africa,Meknès-Tafilalet,Khenifra,,2647
Ukraine,Eastern Europe,L'viv,Drogobych,,2648
United States,Central US,Indiana,Bloomington,47401.0,2649
Hungary,Eastern Europe,Hajdu-Bihar,Balmazujvaros,,2650
Guatemala,Central America,Guatemala,Guatemala City,,2651
France,Western Europe,Centre-Val de Loire,Fleury-les-Aubrais,,2652
Morocco,North Africa,Grand Casablanca,Mohammedia,,2653
Venezuela,South America,Portuguesa,Acarigua,,2654
United States,Central US,Texas,Lubbock,79424.0,2655
Venezuela,South America,Monagas,Maturín,,2656
Slovakia,Eastern Europe,Nitra,Nitra,,2657
Venezuela,South America,Lara,Barquisimeto,,2658
United States,Western US,Colorado,Colorado Springs,80906.0,2659
El Salvador,Central America,Cuscatlán,San Martín,,2660
Netherlands,Western Europe,Gelderland,Barneveld,,2661
Turkey,Western Asia,Mersin,Tarsus,,2662
United States,Southern US,Kentucky,Florence,41042.0,2663
Brazil,South America,Minas Gerais,Pirapora,,2664
India,Southern Asia,Karnataka,Bellary,,2665
Russia,Eastern Europe,Belgorod,Gubkin,,2666
Germany,Western Europe,North Rhine-Westphalia,Velbert,,2667
United States,Eastern US,Ohio,Springfield,45503.0,2668
Sri Lanka,Southern Asia,Western,Colombo,,2669
India,Southern Asia,Uttar Pradesh,Mau,,2670
Netherlands,Western Europe,Overijssel,Zwolle,,2671
Algeria,North Africa,Djelfa,Messaad,,2672
Brazil,South America,Parana,Umuarama,,2673
Turkey,Western Asia,Kayseri,Kayseri,,2674
Turkey,Western Asia,Corum,Corum,,2675
Turkey,Western Asia,Manisa,Manisa,,2676
France,Western Europe,Ile-de-France,Neuilly-Plaisance,,2677
France,Western Europe,Ile-de-France,Domont,,2678
Brazil,South America,São Paulo,Lins,,2679
Turkey,Western Asia,Hatay,Antakya,,2680
United States,Eastern US,New Jersey,Linden,7036.0,2681
France,Western Europe,Centre-Val de Loire,Blois,,2682
Nigeria,Western Africa,Akwa Ibom,Ikot Ekpene,,2683
Belgium,Western Europe,Hainaut,Tournai,,2684
France,Western Europe,Bourgogne-Franche-Comté,Montceau-les-Mines,,2685
Turkey,Western Asia,Nigde,Nigde,,2686
France,Western Europe,Auvergne-Rhône-Alpes,Bourgoin-Jallieu,,2687
China,Eastern Asia,Zhejiang,Lanxi,,2688
China,Eastern Asia,Guangdong,Lianzhou,,2689
Turkey,Western Asia,Mersin,Mezitli,,2690
France,Western Europe,Ile-de-France,Sceaux,,2691
Germany,Western Europe,Baden-Württemberg,Eggenstein-Leopoldshafen,,2692
Norway,Northern Europe,Rogaland,Stavanger,,2693
United States,Eastern US,Connecticut,Shelton,6484.0,2694
United States,Western US,California,Moreno Valley,92553.0,2695
Italy,Southern Europe,Marche,Ancona,,2696
Mexico,Central America,Campeche,Campeche,,2697
France,Western Europe,Pays de la Loire,Saint-Herblain,,2698
Russia,Eastern Europe,Tambov,Uvarovo,,2699
Germany,Western Europe,North Rhine-Westphalia,Hilden,,2700
France,Western Europe,Pays de la Loire,Saint-Nazaire,,2701
Brazil,South America,Santa Catarina,Navegantes,,2702
United States,Central US,Nebraska,Fremont,68025.0,2703
France,Western Europe,Ile-de-France,Cormeilles-en-Parisis,,2704
India,Southern Asia,West Bengal,Bhatpara,,2705
Niger,Western Africa,Zinder,Zinder,,2706
United States,Southern US,Florida,West Palm Beach,33407.0,2707
United Kingdom,Northern Europe,England,Barnsley,,2708
Japan,Eastern Asia,Osaka,Sakai,,2709
United States,Western US,Oregon,Springfield,97477.0,2710
Colombia,South America,Atlántico,Malambo,,2711
Pakistan,Southern Asia,Khyber Pakhtunkhwa,Mardan,,2712
United States,Western US,California,Salinas,93905.0,2713
Peru,South America,Loreto,Iquitos,,2714
South Africa,Southern Africa,Gauteng,Randfontein,,2715
Sweden,Northern Europe,Stockholm,Huddinge,,2716
China,Eastern Asia,Jiangsu,Chengjiang,,2717
Angola,Central Africa,Bie,Kuito,,2718
United States,Southern US,Tennessee,Franklin,37064.0,2719
Belarus,Eastern Europe,Brest,Pinsk,,2720
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Auch,,2721
Mexico,Central America,Michoacán,Sahuayo de José María Morelos,,2722
France,Western Europe,Auvergne-Rhône-Alpes,Albertville,,2723
Italy,Southern Europe,Sicily,Vittoria,,2724
Morocco,North Africa,Tanger-Tétouan,Tetouan,,2725
Germany,Western Europe,Hesse,Langen,,2726
Japan,Eastern Asia,Aichi,Handa,,2727
France,Western Europe,Brittany,Lanester,,2728
Canada,Canada,Ontario,Oshawa,,2729
Morocco,North Africa,Chaouia-Ouardigha,Khouribga,,2730
France,Western Europe,Provence-Alpes-Côte d'Azur,Gardanne,,2731
Spain,Southern Europe,Madrid,Valdemoro,,2732
India,Southern Asia,Karnataka,Gulbarga,,2733
United States,Southern US,Florida,North Miami,33161.0,2734
Japan,Eastern Asia,Fukui,Fukui,,2735
United States,Central US,Michigan,Roseville,48066.0,2736
Spain,Southern Europe,Castile and León,Salamanca,,2737
Argentina,South America,Santiago del Estero,Santiago del Estero,,2738
China,Eastern Asia,Jiangsu,Qidong,,2739
Dominican Republic,Caribbean,San Cristóbal,Bajos de Haina,,2740
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Forbach,,2741
French Guiana,South America,Französisch-Guayana,Cayenne,,2742
China,Eastern Asia,Jiangxi,Yichun,,2743
United States,Central US,Texas,Keller,76248.0,2744
Spain,Southern Europe,Andalusía,Cártama,,2745
France,Western Europe,Ile-de-France,Villiers-sur-Marne,,2746
Nigeria,Western Africa,Niger,Minna,,2747
Kazakhstan,Central Asia,Almaty City,Almaty,,2748
Mexico,Central America,Veracruz,Coatzacoalcos,,2749
United States,Central US,Wisconsin,Kenosha,53142.0,2750
Brazil,South America,Minas Gerais,Contagem,,2751
Moldova,Eastern Europe,Balti,Balti,,2752
South Korea,Eastern Asia,Ulsan,Ulsan,,2753
Japan,Eastern Asia,Saitama,Kawaguchi,,2754
Brazil,South America,Minas Gerais,Boa Esperança,,2755
Colombia,South America,Quindío,Armenia,,2756
United States,Southern US,Florida,Miramar,33023.0,2757
Venezuela,South America,Miranda,Petare,,2758
Brazil,South America,São Paulo,Bragança Paulista,,2759
Brazil,South America,São Paulo,Barretos,,2760
United States,Central US,Illinois,Rockford,61107.0,2761
Italy,Southern Europe,Lazio,Guidonia Montecelio,,2762
France,Western Europe,Auvergne,Cournon-d'Auvergne,,2763
France,Western Europe,Nord-Pas-de-Calais-Picardie,Boulogne-sur-Mer,,2764
Cameroon,Central Africa,Littoral,Nkongsamba,,2765
Brazil,South America,Ceará,Tianguá,,2766
Canada,Canada,Ontario,Kingston,,2767
United States,Western US,California,Lake Forest,92630.0,2768
United States,Southern US,North Carolina,Greenville,27834.0,2769
Madagascar,Eastern Africa,Diana,Antsiranana,,2770
Brazil,South America,São Paulo,Pindamonhangaba,,2771
Colombia,South America,Cesar,Valledupar,,2772
Mexico,Central America,Tamaulipas,Tampico,,2773
United States,Central US,Minnesota,Eagan,55122.0,2774
China,Eastern Asia,Shanxi,Jincheng,,2775
Italy,Southern Europe,Emilia-Romagna,Vignola,,2776
Turkey,Western Asia,Kahramanmaras,Kahramanmaras,,2777
United States,Central US,Illinois,Normal,61761.0,2778
United States,Southern US,Louisiana,Lake Charles,70601.0,2779
India,Southern Asia,West Bengal,Kamarhati,,2780
Democratic Republic of the Congo,Central Africa,Bandundu,Bandundu,,2781
France,Western Europe,Ile-de-France,Chevilly-Larue,,2782
United States,Central US,Michigan,Lincoln Park,48146.0,2783
Venezuela,South America,Bolivar,Bolívar,,2784
Nigeria,Western Africa,Delta,Warri,,2785
Mexico,Central America,Chihuahua,Delicias,,2786
France,Western Europe,Ile-de-France,Alfortville,,2787
Venezuela,South America,Yaracuy,Yaritagua,,2788
United States,Western US,Arizona,Yuma,85364.0,2789
Ukraine,Eastern Europe,Poltava,Kremenchuk,,2790
France,Western Europe,Ile-de-France,Villeparisis,,2791
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Verdun,,2792
France,Western Europe,Nord-Pas-de-Calais-Picardie,Berck,,2793
France,Western Europe,Auvergne-Rhône-Alpes,Roanne,,2794
Tanzania,Eastern Africa,Mtwara,Mtwara,,2795
Indonesia,Southeastern Asia,Aceh,Banda Aceh,,2796
United States,Southern US,Tennessee,Hendersonville,37075.0,2797
China,Eastern Asia,Heilongjiang,Jiamusi,,2798
France,Western Europe,Nord-Pas-de-Calais-Picardie,Roubaix,,2799
United States,Central US,Indiana,New Albany,47150.0,2800
France,Western Europe,Ile-de-France,Villeneuve-la-Garenne,,2801
Japan,Eastern Asia,Tokyo,Katsushika-ku,,2802
Canada,Canada,Ontario,Kitchener,,2803
Italy,Southern Europe,Marche,Fano,,2804
Portugal,Southern Europe,Aveiro,Feira,,2805
Cuba,Caribbean,Holguín,Moa,,2806
Germany,Western Europe,North Rhine-Westphalia,Viersen,,2807
Brazil,South America,São Paulo,Mococa,,2808
Poland,Eastern Europe,Silesia,Gliwice,,2809
United States,Western US,California,Encinitas,92024.0,2810
Spain,Southern Europe,Andalusía,Estepona,,2811
Algeria,North Africa,Mostaganem,Mostaganem,,2812
France,Western Europe,Provence-Alpes-Côte d'Azur,Sanary-sur-Mer,,2813
Turkey,Western Asia,Mersin,Mersin,,2814
